DATAFLOW,Frequency,Time,Pacific Island Countries and territories,Indicator,Sex,Age,Urbanization,Poverty,Food security,Food category,OBS_VALUE,Unit of measure
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Male,All ages,National,Total,Total,Tobacco/kava,136.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,15-24,National,Total,Total,Roots and tubers,7.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,15-24,National,Total,Total,Sugars and syrups,93.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,25-59,National,Total,Total,Oils crops,1.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,60+,National,Total,Total,Meals consumed away from home,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,National,Total,Food secure or mildly food insecur,Eggs,1.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,National,Total,Moderately or severely food insecure,Sugars and syrups,94.9,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Sugars and syrups,7.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,16.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meals consumed away from home,25.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Moderately or severely food insecure,Fruits and fruit products,27.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Pulses,0.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fish and fish products,51.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Alcoholic beverages,8.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Male,All ages,National,Total,Total,Alcoholic beverages,13.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Female,All ages,National,Total,Total,Oils and fats,13.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,15-24,National,Total,Total,Oils crops,14.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,No poverty,Total,Non alcoholoc beverages,41.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Poverty,Total,Oils crops,14.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Stimulants,1.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Vegetables and vegetable products,2.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Vegetable oils and fats,1.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Oils crops,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Female,All ages,National,Total,Total,Tobacco/kava,3.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,25-59,National,Total,Total,Eggs,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,60+,National,Total,Total,Oils and fats,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,Urban,Total,Total,Stimulants,4.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Choiseul,Average quantity as acquired,Total,All ages,National,Total,Total,Fish and fish products,243.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Average quantity as acquired,Total,All ages,National,Total,Total,Vegetable oils and fats,1.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average quantity as acquired,Total,All ages,National,Total,Total,Fruits and fruit products,122.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average quantity as acquired,Total,All ages,National,Total,Total,Spices and additive,3.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,15-24,National,Total,Total,Vegetables and vegetable products,337.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,National,Total,Total,Vegetable oils and fats,2.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,Urban,Total,Total,Alcoholic beverages,7.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,Rural,Total,Total,Roots and tubers,874.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,Rural,Total,Total,Sugars and syrups,13.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average edible quantity,Total,All ages,National,Total,Total,Cereals and cereal products,236.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average edible quantity,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,3.9,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average edible quantity,Total,All ages,National,Total,Total,Meals consumed away from home,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average edible quantity,Total,All ages,National,Total,Total,Vegetables and vegetable products,201.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Female,All ages,National,Total,Total,Stimulants,2.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,60+,National,Total,Total,Pulses,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,National,No poverty,Total,Spices and additive,3.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Tobacco/kava,15.6,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,17.1,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Meals consumed away from home,13.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Pulses,0.1,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,15-24,National,Total,Total,Alcoholic beverages,1.6,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,25-59,National,Total,Total,Fish and fish products,179.8,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,National,Total,Total,Pulses,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,Rural,Total,Total,Oils crops,0.3,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average expenditures,Total,All ages,National,Total,Total,Milk and cheese,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Average expenditures,Total,All ages,National,Total,Total,Meat and meat products,0.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,25-59,National,Total,Total,Vegetables and vegetable products,1.3,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,60+,National,Total,Total,Tree nuts,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,National,No poverty,Total,Meat and meat products,0.7,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Urban,Total,Total,Vegetables and vegetable products,99.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Fruits and fruit products,80.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Vegetables and vegetable products,98.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Tree nuts,9.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,60+,National,Total,Total,Spices and additive,41.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Poverty,Total,Fish and fish products,93.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Spices and additive,5.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Cereals and cereal products,39.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Non alcoholoc beverages,5.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Milk and cheese,0.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meat and meat products,30.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Stimulants,13.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fruits and fruit products,42.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Tree nuts,15.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Alcoholic beverages,5.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meat and meat products,49.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,25-59,National,Total,Total,Fruits and fruit products,42.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,No poverty,Total,Tree nuts,15.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Spices and additive,1.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Stimulants,1.9,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Oils crops,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Alcoholic beverages,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,25-59,National,Total,Total,Oils crops,1.4,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,60+,National,Total,Total,Meals consumed away from home,1.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,All ages,National,No poverty,Total,Oils and fats,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Total,All ages,Urban,Total,Total,Vegetables and vegetable products,390.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Average quantity as acquired,Total,All ages,National,Total,Total,Meals consumed away from home,17.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average quantity as acquired,Total,All ages,Urban,Total,Total,Tobacco/kava,24.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Average quantity as acquired,Total,All ages,National,Total,Total,Spices and additive,10.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Average quantity as acquired,Total,All ages,National,Total,Total,Tobacco/kava,54.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Total,60+,National,Total,Total,Roots and tubers,489.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Average edible quantity,Total,All ages,National,Total,Total,Alcoholic beverages,19.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average edible quantity,Total,All ages,Urban,Total,Total,Oils and fats,0.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Female,All ages,National,Total,Total,Pulses,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,15-24,National,Total,Total,Tobacco/kava,34.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Vegetable oils and fats,94.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Total,All ages,Rural,Total,Total,Sugars and syrups,59.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average Dietary Energy Consumption,Total,All ages,Rural,Total,Total,Meals consumed away from home,37.6,kcal/capita/day
